wood_vat_info,把它放在地上，下雨的时候就能收集雨水了,funnel,雨が降ると地上に置いて雨を集める。,Ponlo en el suelo y recoge la lluvia cuando llueva.,"Положите его на землю и собирайте дождь, когда идет дождь.",Mettez-le sur le sol et récoltez la pluie quand il pleut.,"Legen Sie es auf den Boden und sammeln Sie Regen, wenn es regnet.",Yere koy ve yağmur yağdığında yağmur toplar.,비가 올 때 땅에 놓고 비를 모으십시오.,"Połóż go na ziemi i zbieraj deszcz, gdy pada deszcz.",Colocá-lo no chão e recolher a chuva quando chove.,"Sæt det på jorden og saml regn, når det regner.",Leg het op de grond en verzamel regen als het regent.,Mettilo a terra e raccogli la pioggia quando piove.,"Покладіть його на землю і збирайте дощ, коли йде дощ.","Поставете го на земята и събирайте дъжд, когато вали.",इसे जमीन पर रखो और बारिश होने पर बारिश इकट्ठा करें।,ضعها على الأرض وجمع المطر عندما تمطر.
funnel,漏斗,The first step of automation,漏斗,Embudo,раструб,Entonnoir,Trichter,huni,깔때기,Lejek,Funil,Tragt,trechter,imbuto,Водоспад,фуния,कीप,قمع
funnel_info,自动化的第一步,#,自動化の第一歩,El primer paso de la automatización,Первый шаг автоматизации,La première étape de l'automatisation,Der erste Schritt der Automatisierung,Otomasyonun ilk adımı,자동화의 첫 번째 단계,Pierwszy krok automatyzacji,O primeiro passo da automação,Det første trin i automatisering,De eerste stap van automatisering,Il primo passo dell'automazione,Перший крок автоматизації,Първата стъпка на автоматизацията,स्वचालन का पहला कदम,الخطوة الأولى من الأتمتة
#,#,axe,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
axe,斧子,wood axe,アックス,Hacha,секира,Axe,Axt,balta,도끼,Ax,Machado,Axe,bijl,ascia,Топор,брадва,कुल्हाड़ी,الفأس
wood_axe,木斧,Can this be used?,木製の斧,Hacha de madera,Деревянный топор,Hache en bois,Holzaxt,Tahta balta,나무 도끼,Drewniany topór,Machado de madeira,Træ økse,Houten bijl,Ascia di legno,Дерев'яний сокира,Дървена брадва,लकड़ी की कुल्हाड़ी,فأس خشبي
wood_axe_info,这能用么,stone axe,これは使えますか？,¿Se puede usar esto?,Можно ли это использовать?,Cela peut-il être utilisé?,Kann das benutzt werden?,Bu kullanılabilir mi?,이것을 사용할 수 있습니까?,Czy można to wykorzystać?,Isso pode ser usado?,Kan dette bruges?,Kan dit worden gebruikt?,Può essere usato?,Чи може це бути використане?,Може ли да се използва?,क्या इसका इस्तेमाल किया जा सकता है?,هل يمكن استخدام هذا؟
stone_axe,石斧,Maybe you can use,ストーンアックス,Hacha de piedra,Каменный топор,Hache de pierre,Steinaxt,Taş balta,돌 도끼,Kamienny topór,Machado de pedra,Sten økse,Stenen bijl,Ascia di pietra,Кам'яний сокира,Каменна брадва,पत्थर कुल्हाड़ी,فأس الحجر
stone_axe_info,或许能用,copper axe,たぶん使用する,Tal vez use,Возможно использование,Peut-être utiliser,Vielleicht benutzen,Belki kullan,어쩌면 사용,Może użyć,Talvez use,Måske bruge,Misschien gebruiken,Forse usare,"Може бути, користуйтеся",Може би се използва,शायद उपयोग करें,ربما تستخدم
copper_axe,铜斧,Common and cheap axe,銅の斧,Hacha de cobre,Медный топор,Hache de cuivre,Kupferaxt,Bakır balta,구리 도끼,Miedziany topór,Machado de cobre,Kobberøks,Koperen bijl,Ascia di rame,Мідна тоска,Мед брадва,कॉपर कुल्हाड़ी,فأس النحاس
copper_axe_info,常见和廉价的金属斧,bronze axe,一般的で安価な金属の斧,Hacha de metal común y barata,Обычный и дешевый металлический топор,Hache en métal commune et bon marché,Gemeinsame und billige Metallaxt,Ortak ve ucuz metal balta,일반적이고 값싼 금속 도끼,Popularny i tani metalowy topór,Machado de metal comum e barato,Fælles og billig metaløkse,Gemeenschappelijke en goedkope metalen bijl,Ascia di metallo comune ed economica,Звичайний і дешевий топор металу,Честа и евтина метална брадва,सामान्य और सस्ते धातु कुल्हाड़ी,الفأس المعدنية المشتركة ورخيصة
bronze_axe,青铜斧,Good axe,ブロンズアックス,Hacha de bronce,Бронзовый топор,Hache de bronze,Bronze Axt,Bronz balta,청동 도끼,Brązowy topór,Machado de bronze,Bronze økse,Bronzen bijl,Ascia di bronzo,Бронзова тоска,Бронзова брадва,कांस्य कुल्हाड़ी,فأس برونزي
bronze_axe_info,不错的斧,iron axe,ニースアックス,Bonita hacha,Хороший топор,Belle hache,Schöne Axt,Güzel balta,좋은 도끼,Ładny topór,Machado agradável,Nice økse,Leuke bijl,Bella ascia,Красива тоска,Ница брадва,अच्छा कुल्हाड़ी,فأس لطيف
iron_axe,铁斧,Very practical,アイアンアックス,Hacha de hierro,Железный топор,Hache de fer,Eisenaxt,Demir balta,철제 도끼,Żelazny topór,Machado de ferro,Jern økse,IJzeren bijl,Ascia di ferro,Залізний топор,Железна брадва,लौह कुल्हाड़ी,فأس حديدي
iron_axe_info,很实用的斧,steel axe,非常に実用的な斧,Hacha muy práctica,Очень практичный топор,Hache très pratique,Sehr praktische Axt,Çok pratik balta,매우 실용적인 도끼,Bardzo praktyczny topór,Machado muito prático,Meget praktisk økse,Zeer praktische bijl,Ascia molto pratica,Дуже практичний сокира,Много практична брадва,बहुत व्यावहारिक कुल्हाड़ी,فأس عملي جدا
steel_axe,钢斧,Very good use,スチールアックス,Hacha de acero,Стальной топор,Hache en acier,Stahlaxt,Çelik balta,스틸 도끼,Stalowy topór,Machado de aço,Ståløks,Stalen bijl,Ascia d'acciaio,Сталевий топор,Стоманена брадва,स्टील कुल्हाड़ी,الفأس الصلب
steel_axe_info,相当好用的斧,silver axe,かなり良い斧,Una buena hacha,Довольно хороший топор,Tout à fait une bonne hache,Ziemlich gute Axt,Oldukça iyi bir balta,꽤 좋은 도끼,Całkiem dobry topór,Um bom machado,En god økse,Een heel goede bijl,Abbastanza una buona ascia,Дуже хороший сокира,Доста добра брадва,काफी अच्छी कुल्हाड़ी,فأس جيد
silver_axe,银斧,A axe that looks expensive,シルバーアックス,Hacha de plata,Серебряный топор,Hache d'argent,Silberne Axt,Gümüş balta,실버 도끼,Srebrny topór,Machado de prata,Sølvøkse,Zilveren bijl,Ascia d'argento,Срібний топор,Сребърна брадва,रजत कुल्हाड़ी,الفأس الفضي
silver_axe_info,看上去很贵的斧,gold axe,高価なアックスに見える,Parece hacha cara,Выглядит дорогой топор,Regarde une hache chère,Sieht teuer aus,Pahalı balta görünüyor,비싼 도끼처럼 보입니다.,Wygląda na drogiego topora,Parece machado caro,Ser dyre økse,Ziet er dure bijl uit,Sembra un'ascia costosa,Виглядає дорога тоска,Изглежда скъпа брадва,महंगा कुल्हाड़ी दिखता है,تبدو مكلفة الفأس
gold_axe,金斧,More like a collection,ゴールデンアックス,Hacha de oro,Золотой топор,Hache d'or,Goldene Axt,Altın balta,황금 도끼,Złoty topór,Machado de ouro,Gyldne økse,Gouden bijl,Ascia d'oro,Золотий сокира,Златна брадва,गोल्डन कुल्हाड़ी,الفأس الذهبي
gold_axe_info,更像是收藏品,diamond axe,もっとコレクターのような,Más como un coleccionable,Больше похоже на коллекционные,Plus comme une collection,Mehr wie ein Sammlerstück,Daha çok bir koleksiyona benziyor,더 많은 소장품처럼,Bardziej jak kolekcjoner,Mais como um colecionável,Mere som en collectible,Meer als een collectible,Più simile a un collezionabile,Більше як колекціонування,По-скоро като сбирка,एक संग्रहणीय की तरह अधिक,أشبه بالتحصيل
diamond_axe,钻石斧,Should be the strongest,ダイヤモンドアックス,Hacha de diamante,Топор,Hache de diamant,Diamantaxt,Elmas balta,다이아몬드 도끼,Diamentowy topór,Machado de diamante,Diamantøkse,Diamant bijl,Ascia diamantata,Діамантова вісь,Диамантна брадва,डायमंड कुल्हाड़ी,فأس الماس
diamond_axe_info,应该是最强的斧,#,最強の斧でなければならない,Debería ser el hacha más fuerte,Должен быть самый сильный топор,Devrait être la plus forte hache,Sollte die stärkste Axt sein,En güçlü balta olmalı,가장 강한 도끼 여야합니다.,Powinien być najsilniejszym toporem,Deve ser o machado mais forte,Skal være den stærkeste økse,Moet de sterkste bijl zijn,Dovrebbe essere l'ascia più forte,Має бути найсильнішим сокирою,Трябва да е най-силната брадва,सबसे मजबूत कुल्हाड़ी होना चाहिए,يجب أن يكون أقوى فأس
#,#,pickaxe,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
pickaxe,镐,wood pickaxe,镐,镐,выбор,镐,镐,almak,선택,镐,镐,Pick,plukken,scegliere,镐,избирам,चुनना,اختيار
wood_pickaxe,木镐,Can this be used?,ハイビスカス,Hibisco,Wood-хо,Hibiscus,Hibiskus,Ahşap-ho,히비스커스 라,Hibiskus,Hibisco,Træ-ho,Wood-ho,Legno-ho,Гібіскус,Дърво-хо,लकड़ी-हो,الخشب حو
wood_pickaxe_info,这能用么,stone pickaxe,これは使えますか？,¿Se puede usar esto?,Можно ли это использовать?,Cela peut-il être utilisé?,Kann das benutzt werden?,Bu kullanılabilir mi?,이것을 사용할 수 있습니까?,Czy można to wykorzystać?,Isso pode ser usado?,Kan dette bruges?,Kan dit worden gebruikt?,Può essere usato?,Чи може це бути використане?,Може ли да се използва?,क्या इसका इस्तेमाल किया जा सकता है?,هل يمكن استخدام هذا؟
stone_pickaxe,石镐,Maybe you can use,シーヤン,Shi Yan,Ши Янь,Shi Yan,Shi Yan,Shi Yan,시얀,Shi Yan,Shi Yan,Shi Yan,Shi Yan,Shi Yan,Ши Янь,Ши Ян,शि यान,شي يان
stone_pickaxe_info,或许能用,copper pickaxe,たぶん使用する,Tal vez use,Возможно использование,Peut-être utiliser,Vielleicht benutzen,Belki kullan,어쩌면 사용,Może użyć,Talvez use,Måske bruge,Misschien gebruiken,Forse usare,"Може бути, користуйтеся",Може би се използва,शायद उपयोग करें,ربما تستخدم
copper_pickaxe,铜镐,Common and cheap pickaxe,コーズウェイ,Calzada,Медь хо,Causeway,Damm,Bakır ho,코즈웨이,Causeway,Calçada,Kobber ho,Copper ho,rame ho,Causeway,Медта хо,कॉपर हो,النحاس حو
copper_pickaxe_info,常见和廉价的金属镐,bronze pickaxe,一般的で安価な金属ビスマス,Bismuto metálico común y barato,Обычный и дешевый металлический висмут,Métal bismuth commun et bon marché,Gemeinsames und billiges Metall-Wismut,Ortak ve ucuz metal bizmut,일반적이고 값싼 금속 비스무트,Popularny i tani metalowy bizmut,Bismuto de metal comum e barato,Fælles og billig metalvismut,Gemeenschappelijk en goedkoop metaalbismut,Bismuto di metallo comune ed economico,Загальний та дешевий металевий вісмут,Общ и евтин метал бисмут,सामान्य और सस्ते धातु बिस्मुथ,البزموت المعدني العادي ورخيص
bronze_pickaxe,青铜镐,Good pickaxe,ブロンズエナメル,Esmalte de bronce,Бронзовая эмаль,Émail de bronze,Bronze Emaille,Bronz emaye,청동 에나멜,Emalia brązowa,Esmalte de bronze,Bronze emalje,Brons geëmailleerd,Smalto bronzo,Бронзова емаль,Бронзов емайл,कांस्य तामचीनी,المينا البرونزية
bronze_pickaxe_info,不错的镐,iron pickaxe,ニース镐,Agradable 镐,Ницца 镐,Nice 镐,Schön 镐,Güzel 镐,좋은,Nice 镐,Bom 镐,Nice 镐,Leuk 镐,Bello 镐,Ніцца 镐,Ница 镐,अच्छा 镐,لطيفة 镐
iron_pickaxe,铁镐,Very practical,シャベル,Pala,Выборы,Pelle,Schaufel,Seçtikleri,삽,Łopata,Pá,picks,picks,Scelte,Лопата,Прогнози,की पसंद,يختار
iron_pickaxe_info,很实用的镐,steel pickaxe,非常に実用的,Muy práctico,Очень практично,Très pratique,Sehr praktisch,Çok pratik,매우 실용적인,Bardzo praktyczny,Muito prático,Meget praktisk,Heel praktisch,Molto pratico,Дуже практично,Много практично,बहुत व्यावहारिक,عملي جدا
steel_pickaxe,钢镐,Very good use,スチールファイル,Archivo de acero,Стальной файл,Fichier en acier,Stahl-Datei,Çelik dosya,스틸 파일,Stalowy plik,Arquivo de aço,Stålfil,Stalen dossier,File di acciaio,Сталевий файл,Стоманен файл,स्टील फाइल,ملف الصلب
steel_pickaxe_info,相当好用的镐,silver pickaxe,非常に使いやすい镐,Muy fácil de usar 镐,Достаточно прост в использовании 镐,Assez facile à utiliser,Ziemlich einfach zu bedienen 镐,Kullanımı oldukça kolay 镐,아주 사용하기 쉬운,Bardzo łatwy w użyciu 镐,Bastante fácil de usar,Helt let at bruge 镐,Heel gemakkelijk te gebruiken 镐,Abbastanza facile da usare 镐,Дуже простий у використанні 镐,Доста лесен за използване 镐,उपयोग करने के लिए काफी आसान 镐,سهل جدا للاستخدام 镐
silver_pickaxe,银镐,A pickaxe that looks expensive,ジュビリー,Jubileo,Серебро хо,Jubilé,Jubiläum,Gümüş ho,희년,Jubileusz,Jubileu,Sølv ho,Silver ho,argento Ho,Ювілей,Сребърен хо,चांदी हो,الفضة حو
silver_pickaxe_info,看上去很贵的镐,gold pickaxe,非常に高価に見える,Parece muy caro,Выглядит очень дорого,Semble très cher,Sieht sehr teuer aus,Çok pahalı görünüyor,매우 비싸 보입니다.,Wygląda bardzo drogo,Parece muito caro,Ser meget dyrt ud,Ziet er erg duur uit,Sembra molto costoso,Виглядає дуже дорого,Изглежда много скъпо,बहुत महंगा लग रहा है,تبدو باهظة الثمن
gold_pickaxe,金镐,More like a collection,キム・ミン,Kim Min,Ким Мин,Kim Min,Kim Min,Kim Min,김민,Kim Min,Kim Min,Kim Min,Kim Min,Kim Min,Кім Мін,Ким Мин,किम मिन,كيم مين
gold_pickaxe_info,更像是收藏品,diamond pickaxe,もっとコレクターのような,Más como un coleccionable,Больше похоже на коллекционные,Plus comme une collection,Mehr wie ein Sammlerstück,Daha çok bir koleksiyona benziyor,더 많은 소장품처럼,Bardziej jak kolekcjoner,Mais como um colecionável,Mere som en collectible,Meer als een collectible,Più simile a un collezionabile,Більше як колекціонування,По-скоро като сбирка,एक संग्रहणीय की तरह अधिक,أشبه بالتحصيل
diamond_pickaxe,钻石镐,Should be the strongest,ダイヤモンド,Diamante 镐,Алмазная 镐,Diamant,Diamant 镐,Elmas 镐,다이아몬드,Diament 镐,Diamante 镐,Diamant 镐,Diamond 镐,Diamante 镐,Diamond 镐,Диамант 镐,डायमंड 镐,الماس 镐
diamond_pickaxe_info,应该是最强的镐,#,最強でなければならない,Debe ser el más fuerte,Должен быть самым сильным,Devrait être le plus fort,Sollte der Stärkste sein,En güçlü olmalı,가장 강해야한다.,Powinien być najsilniejszy,Deve ser o mais forte,Skal være den stærkeste,Moet de sterkste zijn,Dovrebbe essere il più forte,Має бути найсильнішим,Трябва да е най-силният,सबसे मजबूत होना चाहिए,يجب أن يكون الأقوى
#,#,hoe,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
hoe,镰刀,wood hoe,鎌,Hoz,серп,Faucille,Sichel,orak,낫,Sierp,Foice,segl,sikkel,falce,Серп,сърп,दरांती,منجل
wood_hoe,木镰刀,Temporary use,木の鎌,Hoz de madera,Деревянный серп,Faucille en bois,Holz Sichel,Ahşap Orak,나무 낫,Drewniany sierp,Foice de madeira,Træ sekel,Houten sikkel,Falce di legno,Дерев'яний серп,Дървен сърп,लकड़ी का सिकल,منجل خشبي
wood_hoe_info,临时用着,stone hoe,一時的な使用,Uso temporal,Временное использование,Utilisation temporaire,Vorübergehende Verwendung,Geçici kullanım,임시 사용,Tymczasowe użycie,Uso temporário,Midlertidig brug,Tijdelijk gebruik,Uso temporaneo,Тимчасове використання,Временно използване,अस्थायी उपयोग,الاستخدام المؤقت
stone_hoe,石镰刀,Can make do with,石のこて,Paleta de piedra,Каменный шпатель,Truelle de pierre,Steinkelle,Taş mala,돌 흙손,Kamienna kielnia,Espátula de pedra,Stone trowel,Stenen troffel,Spatola di pietra,Кам'яна кельма,Каменна мистрия,पत्थर तौलिया,مجرفة الحجر
stone_hoe_info,能凑合用,copper hoe,使用できる,Puede hacer uso,Может использовать,Peut faire usage,Kann nutzen,Kullanabilir miyim,사용 가능,Może wykorzystać,Pode fazer uso,Kan gøre brug,Kan gebruik maken,Può fare uso,Можна використовувати,Може да се възползва,उपयोग कर सकते हैं,يمكن الاستفادة منها
copper_hoe,铜镰刀,Maybe better,銅こて,Paleta de cobre,Медный шпатель,Truelle en cuivre,Kupferkelle,Bakır mala,구리 흙손,Miedziana kielnia,Espátula de cobre,Kobber trowel,Koperen troffel,Spatola di rame,Мідна кельма,Медна мистрия,कॉपर तौलिया,مجرفة النحاس
copper_hoe_info,或许还可以更好点,bronze hoe,たぶんそれは良いかもしれない,Tal vez puede ser mejor,"Может быть, это может быть лучше",Peut-être que ça peut être mieux,Vielleicht kann es besser sein,Belki daha iyi olabilir,어쩌면 더 좋을 수도 있습니다.,Może to może być lepsze,Talvez possa ser melhor,Måske kan det være bedre,Misschien kan het beter zijn,Forse può essere migliore,"Може бути, це може бути краще",Може би е по-добре,शायद यह बेहतर हो सकता है,ربما يمكن أن يكون أفضل
bronze_hoe,青铜镰刀,Ordinary hoe,ブロンズファイル,Archivo de bronce,Бронзовый файл,Fichier Bronze,Bronzedatei,Bronz dosya,청동 파일,Brązowy plik,Arquivo de bronze,Bronze-fil,Bronzen bestand,File di bronzo,Бронзовий файл,Бронзов файл,कांस्य फ़ाइल,ملف البرونز
bronze_hoe_info,普通的镰刀,iron hoe,普通鎌,Hoz ordinaria,Обыкновенный серп,Faucille ordinaire,Gewöhnliche Sichel,Sıradan orak,보통 낫,Zwyczajny sierp,Foice comum,Almindelig segl,Gewone sikkel,Falce ordinaria,Звичайний серп,Обикновен сърп,सामान्य सिकल,المنجل العادي
iron_hoe,铁镰刀,Nice hoe,鉄ボーリング工具,Herramienta de perforación de hierro,Инструмент для сверления железа,Outil d'alésage de fer,Bohrwerkzeug aus Eisen,Demir sıkıcı aracı,철 보링 공구,Żelazne narzędzie wytaczarskie,Ferramenta de perfuração de ferro,Jern kedeligt værktøj,IJzer kottergereedschap,Strumento per la foratura del ferro,Залізна свердлильний інструмент,Железен инструмент за сондиране,लौह उबाऊ उपकरण,أداة حديد مملة
iron_hoe_info,不错的镰刀,steel hoe,良い鎌,Buena hoz,Хороший серп,Bonne faucille,Gute Sichel,Iyi orak,좋은 낫,Dobry sierp,Boa foice,God segl,Goede sikkel,Buona falce,Добрий серп,Добър сърп,अच्छा सिकल,منجل جيد
steel_hoe,钢镰刀,Well used hoe,スチールファイル,Archivo de acero,Стальной файл,Fichier en acier,Stahl-Datei,Çelik dosya,스틸 파일,Stalowy plik,Arquivo de aço,Stålfil,Stalen dossier,File di acciaio,Сталевий файл,Стоманен файл,स्टील फाइल,ملف الصلب
steel_hoe_info,很好用的镰刀,silver hoe,非常に便利なファイル,Archivo muy útil,Очень полезный файл,Fichier très utile,Sehr nützliche Datei,Çok yararlı dosya,매우 유용한 파일,Bardzo przydatny plik,Arquivo muito útil,Meget nyttig fil,Zeer nuttig bestand,File molto utile,Дуже корисний файл,Много полезен файл,बहुत उपयोगी फ़ाइल,ملف مفيد جدا
silver_hoe,银镰刀,A hoe that looks expensive,シルバーナイフ,Cuchillos de plata,Серебряные ножи,Couteaux d'argent,Silberne Messer,Gümüş bıçaklar,실버 나이프,Srebrne noże,Facas de prata,Sølvknive,Zilveren messen,Coltelli d'argento,Срібні ножі,Сребърни ножове,रजत चाकू,سكاكين فضية
silver_hoe_info,看上去很贵的镰刀,gold hoe,高価なサイコ,Guadaña que parece caro,"Коса, которая выглядит дорогой",Scythe qui a l'air chère,"Sense, die teuer aussieht",Scythe pahalı görünüyor,비싸 보이는 낫,"Kosa, która wygląda na drogie",Foice que parece caro,Scythe der ser dyrt ud,Zeis die er duur uitziet,Falce che sembra costosa,Scythe це виглядає дорого,"Скита, която изглежда скъпа",Scythe कि महंगा लग रहा है,المنجل الذي يبدو باهظ الثمن
gold_hoe,金镰刀,Extremely expensive hoe,ゴールデンナイフ,Cuchillos dorados,Золотые ножи,Couteaux d'or,Goldene Messer,Altın bıçaklar,골든 나이프,Złote noże,Facas de ouro,Gyldne knive,Gouden messen,Coltelli d'oro,Золоті ножі,Златни ножове,गोल्डन चाकू,سكاكين ذهبية
gold_hoe_info,极其昂贵的镰刀,diamond hoe,非常に高価な鎌,Hoz extremadamente costosa,Чрезвычайно дорогой серп,Faucille extrêmement chère,Extrem teure Sichel,Son derece pahalı orak,매우 비싼 낫,Niezwykle drogi sierp,Foice extremamente caro,Ekstremt dyrt segl,Zeer dure sikkel,Falce estremamente costosa,Дуже дорогий серп,Изключително скъп сърп,बेहद महंगा सिकल,المنجل مكلفة للغاية
diamond_hoe,钻石镰刀,The strongest hoe,ダイヤモンドファイル,Archivo Diamond,Алмазный файл,Fichier diamant,Diamant-Datei,Elmas dosya,다이아몬드 파일,Diamentowy plik,Arquivo de diamante,Diamantfil,Diamantbestand,Lima diamantata,Алмазний файл,Диамантен файл,डायमंड फ़ाइल,ملف الماس
diamond_hoe_info,最强的镰刀,#,最強の鎌,La hoz más fuerte,Самый сильный серп,La faucille la plus forte,Die stärkste Sichel,En güçlü orak,가장 강한 낫,Najsilniejszy sierp,A foice mais forte,Den stærkeste segl,De sterkste sikkel,La falce più forte,Найсильніший серп,Най-силният сърп,सबसे मजबूत सिकल,أقوى منجل
#,#,sword,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
sword,剑,wood sword,ソード,Espada,меч,Épée,Schwert,kılıç,검,Miecz,Espada,Sword,zwaard,spada,Меч,меч,तलवार,سيف
wood_sword,木剑,Is this thing hurt?,木刀,Espada de madera,Деревянный меч,Epée en bois,Holzschwert,Tahta kılıç,나무 검,Drewniany miecz,Espada de madeira,Træ sværd,Houten zwaard,Spada di legno,Дерев'яний меч,Дървен меч,लकड़ी की तलवार,سيف خشبي
wood_sword_info,这东西有伤害么,stone sword,これは何か有害なものですか？,¿Esto es algo dañino?,Это что-то вредное?,Est-ce quelque chose de nuisible?,Ist das etwas schädlich?,Bu zararlı bir şey mi?,이게 뭔가 해로운거야?,Czy to coś szkodliwego?,Isso é algo prejudicial?,Er dette noget skadeligt?,Is dit iets schadelijk?,È qualcosa di dannoso?,Це щось шкідливе?,Това нещо ли е вредно?,क्या यह कुछ हानिकारक है?,هل هذا شيء ضار؟
stone_sword,石剑,It looks very simple,ストーンソード,Espada de piedra,Каменный меч,Épée de pierre,Steinschwert,Taş kılıç,스톤 검,Kamienny miecz,Espada de pedra,Sten sværd,Steenzwaard,Spada di pietra,Кам'яний меч,Каменни мечове,पत्थर तलवार,سيف الحجر
stone_sword_info,看上去很简陋,copper sword,非常に簡単に見える,Parece muy simple,Выглядит очень просто,Semble très simple,Sieht sehr einfach aus,Çok basit görünüyor,아주 단순 해 보인다.,Wygląda bardzo prosto,Parece muito simples,Ser meget simpelt ud,Ziet er heel eenvoudig uit,Sembra molto semplice,Виглядає дуже просто,Изглежда много проста,बहुत आसान लग रहा है,تبدو بسيطة جدا
copper_sword,铜剑,Ordinary sword,銅剣,Espada de cobre,Медный меч,Épée de cuivre,Kupferschwert,Bakır kılıç,구리 검,Miedziany miecz,Espada de cobre,Kobber sværd,Koperen zwaard,Spada di rame,Медний меч,Мед меч,कॉपर तलवार,سيف النحاس
copper_sword_info,普通武器,bronze sword,普通の武器,Arma ordinaria,Обычное оружие,Arme ordinaire,Gewöhnliche Waffe,Sıradan silah,보통 무기,Zwyczajna broń,Arma comum,Almindeligt våben,Gewoon wapen,Arma ordinaria,Звичайна зброя,Обикновено оръжие,साधारण हथियार,سلاح عادي
bronze_sword,青铜剑,Bronze weapons,青銅の剣,Espada de bronce,Бронзовый меч,Épée de bronze,Bronzeschwert,Bronz kılıç,청동 검,Brązowy miecz,Espada de bronze,Bronze sværd,Bronzen zwaard,Spada di bronzo,Бронзовий меч,Бронзов меч,कांस्य तलवार,السيف البرونزي
bronze_sword_info,青铜武器,iron sword,ブロンズ武器,Arma de bronce,Бронзовое оружие,Arme de bronze,Bronze Waffe,Bronz silah,청동 무기,Brązowa broń,Arma de bronze,Bronze våben,Bronzen wapen,Arma di bronzo,Бронзова зброя,Бронзово оръжие,कांस्य हथियार,سلاح البرونز
iron_sword,铁剑,Good weapon,鉄刀,Espada de hierro,Железный меч,Épée de fer,Eiserne Schwert,Demir kılıç,철검,Żelazny miecz,Espada de ferro,Jern sværd,IJzeren zwaard,Spada di ferro,Залізний меч,Железен меч,लौह तलवार,سيف الحديد
iron_sword_info,不错的武器,steel sword,ニースの武器,Bonita arma,Хорошее оружие,Belle arme,Schöne Waffe,Güzel silah,좋은 무기,Ładna broń,Arma agradável,Nice våben,Mooi wapen,Bella arma,Приємна зброя,Хубаво оръжие,अच्छा हथियार,سلاح لطيف
steel_sword,钢剑,Powerful weapon,スチールソード,Espada de acero,Стальной меч,Épée en acier,Stahlschwert,Çelik kılıç,강철 검,Miecz stalowy,Espada de aço,Stål sværd,Staalzwaard,Spada d'acciaio,Сталевий меч,Стоманен меч,स्टील तलवार,السيف الفولاذي
steel_sword_info,强大的武器,silver sword,強力な武器,Arma poderosa,Мощное оружие,Arme puissante,Mächtige Waffe,Güçlü silah,강력한 무기,Potężna broń,Arma poderosa,Kraftigt våben,Krachtig wapen,Arma potente,Потужна зброя,Мощно оръжие,शक्तिशाली हथियार,سلاح قوي
silver_sword,银剑,May be able to drive away ghosts,シルバーソード,Espada de plata,Серебряный меч,Épée d'argent,Silbernes Schwert,Gümüş kılıç,은색 검,Srebrny miecz,Espada de prata,Sølv sværd,Zilveren zwaard,Spada d'argento,Срібний меч,Сребърен меч,रजत तलवार,سيف فضي
silver_sword_info,或许能驱鬼,gold sword,多分エクササイズする,Tal vez exorcise,"Может быть, изгнать",Peut-être exorciser,Vielleicht exorzieren,Belki de zorlama,어쩌면 쫓아 낼 수도있다.,Może egzorcyzmować,Talvez exorcizar,Måske udøve,Misschien uitdrijven,Forse esorcizzare,"Може бути, зцілення",Може би измъчвам,शायद exorcise,ربما تطرد
gold_sword,金剑,Seems to be a collectible,ジン・ジアン,Jin Jian,Цзинь Цзянь,Jin Jian,Jin Jian,Jin Jian,진 지앤,Jin Jian,Jin Jian,Jin Jian,Jin Jian,Jin Jian,Цзинь Цзянь,Джин Джиан,जिन जियान,جين جيان
gold_sword_info,似乎是个收藏品,diamond sword,コレクタブルに見える,Parece ser un coleccionable,"Кажется, это коллекционное",Semble être un objet de collection,Scheint ein Sammlerstück zu sein,Bir tahsil edilebilir gibi görünüyor,소장품 인 것처럼 보입니다.,Wydaje się być kolekcjonerem,Parece ser um colecionador,Synes at være en collectible,Lijkt een collectible te zijn,Sembra essere un collezionabile,"Здається, колекціонування",Изглежда да е сбирка,एक संग्रहणीय लगता है,يبدو أن يكون تحصيلها
diamond_sword,钻石剑,Attack a very high sword,ダイヤモンドの剣,Espada de diamantes,Алмазный меч,Épée de diamant,Diamantschwert,Elmas kılıç,다이아몬드 칼,Diamentowy miecz,Espada de diamante,Diamant sværd,Diamant zwaard,Spada di diamante,Алмазний меч,Диамантен меч,डायमंड तलवार,سيف الماس
diamond_sword_info,攻击很高的剑,#,非常に高い剣を攻撃する,Atacando una espada muy alta,Нападение на очень высокий меч,Attaquer une épée très haute,Ein sehr hohes Schwert angreifen,Çok yüksek bir kılıç saldıran,매우 높은 검을 공격한다.,Atakowanie bardzo wysokiego miecza,Atacando uma espada muito alta,Angriber et meget højt sværd,Een zeer hoog zwaard aanvallen,Attaccare una spada molto alta,Напад на дуже високий меч,Нападение на много висок меч,एक बहुत अधिक तलवार पर हमला,مهاجمة سيف عالية جدا
#,#,shovel,＃,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
shovel,铲子,wood shovel,シャベル,Pala,лопата,Pelle,Schaufel,kürek,삽,Łopata,Pá,skovl,schop,pala,Лопата,лопата,बेलचा,مجرفة
